Id,date,ticker,SF1,SF2,SF3,SF4,SF5,SF6,SF7,alpha
57,29/08/18,$TDC,0.311926666,-0.239973869,0.294183099,0.660757991,-0.72721654,-1.274508608,-0.203506472,2
58,02/10/18,$HSIC,-0.305395751,0.894010493,-0.423371118,-0.507741571,0.983860264,-0.491562289,0.152844226,2
59,23/09/18,$TSN,0.722566377,0.47203874,0.111224122,-1.454021467,-0.760089979,-0.422352948,1.468687437,1
60,20/07/18,$hpq,0.715479283,-1.360336944,0.047671003,0.05506103,-0.53865374,-2.063499183,0.577328435,2
61,21/09/18,$FB,-0.425488219,-0.722907213,-0.031081318,0.107775341,0.334339825,-1.270190886,-0.426623217,2
62,23/08/18,$CMG,1.336375455,-1.438999374,-0.384935556,0.93703984,-0.032577322,-0.023491418,0.708449245,3
63,14/09/18,$rcl,-2.5933486,-0.341833977,1.098709916,0.024639068,-0.506842324,-1.781317033,-2.572722036,3
64,07/08/18,$TRV,-0.015015692,0.534437843,0.049827497,-0.188542416,-0.099152632,-0.198961322,0.08611467,2
65,24/07/18,$VZ,-0.764053481,2.055093987,0.810108268,1.423487921,-1.007786098,0.13008968,-1.737300705,3
66,12/10/18,$NKE,-0.424202868,-0.640345915,-0.061480905,0.232345702,0.400368961,1.615785598,-0.491727718,2
67,15/07/18,$RHT,-0.435158607,1.838997546,0.326612785,0.777324833,-0.313894614,-0.708115349,-0.93280392,4
68,20/08/18,$CBOE,1.586245539,1.761291427,-0.936266521,-0.710986546,0.780899256,0.183388773,2.061718622,4
69,01/10/18,$PBCT,0.308030329,-0.694478334,-0.749744809,-1.344657664,1.181646587,0.733541617,1.276503474,2
70,05/10/18,$PBCT,1.665470315,-1.93905807,-0.988298794,-0.774535628,0.828417887,0.556630444,2.182893421,4
71,15/10/18,$EOG,0.636527396,0.395073397,0.362962726,0.128100756,-1.09781053,-1.869625526,0.379071078,1
72,06/08/18,$MRK,-0.416728484,-1.197554265,0.93175161,-1.200376859,-1.624863047,-0.701995348,0.101295974,1
73,10/07/18,$HBAN,0.135978351,-1.914005956,-0.13823624,-1.265377007,0.105187063,0.070879822,0.91280374,2
74,13/09/18,$COTY,0.057106661,0.395046223,-0.680026673,-0.921945204,1.229781359,0.055423601,0.786162802,4
75,21/10/18,$SPG,0.210955594,-1.063829412,-0.102373776,-0.228851189,0.05247785,0.72867209,0.348477402,1
76,21/09/18,$DO,-0.855462244,-1.458216504,0.753705983,-0.097221072,-0.934764181,2.798594689,-0.892139957,3
77,14/08/18,$UAL,-1.210108684,-1.786681897,0.762666227,1.256531777,-0.645705619,0.222745323,-2.013088137,4
78,01/07/18,$TMO,1.329932545,0.974943041,-0.059650021,-1.301418821,-0.799728741,0.657203068,1.95298483,1
79,25/07/18,$ILMN,-0.070426744,0.260639431,0.158758268,-1.712904751,-0.370545979,0.02364805,0.919822204,1
80,13/07/18,$HSY,1.71015635,-0.002986875,0.581421027,0.955356253,-2.145803499,1.751012673,0.760095115,4
81,15/07/18,$NFLX,-1.098062353,-1.077611391,0.139295763,-2.419773329,0.268953078,-0.631292621,0.452710513,3
82,09/07/18,$ual,1.024284659,-0.414279624,-0.37647969,-0.864343068,0.035519392,0.009506354,1.511582753,2
83,29/10/18,$NWL,-1.10999932,1.041744081,0.041444789,1.821467841,0.729192539,0.262546124,-2.067460413,2
84,20/10/18,$REGN,-0.664700621,-0.348106953,-0.154212589,0.906490851,0.773486608,0.112038243,-1.07914201,2
85,01/08/18,$NE,0.840235392,1.068680903,-0.632252431,0.662470004,0.743066726,-0.896278219,0.507785897,3
86,23/08/18,$AMAT,0.220631984,-1.098731323,0.680842574,1.43896263,-1.373805439,-1.219572483,-0.853649509,2
87,16/07/18,$gild,0.361420879,-0.614230363,-0.03714927,-0.837287389,-0.206528733,1.533139816,0.825657209,2
88,21/08/18,$MNK,0.138671899,0.26329668,-0.212031981,-0.252228191,0.309718502,-0.161684858,0.329336557,2
89,04/08/18,$aapl,0.35092327,-0.180999768,0.108700472,-0.560468991,-0.466494175,1.094435788,0.611274359,1
90,26/07/18,$NSC,-0.922233058,-0.246246507,-0.315422282,-0.676014663,1.150870705,0.37711363,-0.313206957,4
91,15/08/18,$ILMN,1.267471706,0.844435938,-0.689561983,1.618390859,0.645367937,-1.933430128,0.323861353,3
92,17/08/18,$APD,0.947583918,-1.23544913,0.148081876,0.168364111,-0.872715161,1.632361867,0.684421808,2
93,24/08/18,$XEC,0.006151495,1.196528543,-0.33929332,-0.453577459,0.628016645,-0.141229834,0.368949421,2
94,23/08/18,$KEY,0.625110336,-0.88984718,0.03508622,-2.406186072,-0.609705968,-2.770244913,1.973943173,2
95,26/07/18,$aapl,0.13744048,0.325212703,-0.087456056,-0.340314978,0.062734721,1.264243349,0.347040102,2
96,02/08/18,$DO,1.197878543,-0.741224244,-0.304863737,-0.787331085,-0.208033641,-0.537513985,1.597249012,2
97,02/10/18,$BBT,0.014384384,0.367074647,-0.028472156,-0.699325367,0.003076977,-0.560127877,0.438498009,2
98,12/08/18,$QCOM,-0.519572306,0.840543049,0.222428438,-0.053094798,-0.10961694,-0.106026559,-0.481362281,1
99,18/07/18,$MAS,1.259310308,0.641509047,-0.782066883,0.240554409,0.745170024,0.188929249,1.165918713,1
100,30/07/18,$XYL,-0.807990336,-1.62979572,0.007021114,0.810072589,0.543901908,1.094851994,-1.190174414,2
101,26/08/18,$JCI,-2.119799412,-1.316599309,0.287554726,1.497751011,0.86464424,0.117765603,-2.820447619,1
102,17/10/18,$ETR,0.575977996,0.448278357,-0.596880902,-1.140130629,0.728695164,0.961386659,1.345988782,2
103,14/10/18,$TXT,-0.439806265,-1.356870478,-0.124098418,0.074113935,0.522172504,-1.471882496,-0.393650486,2
104,06/08/18,$NSC,-0.135230537,-0.176215891,-0.470590852,-1.060416536,0.934641943,0.642148682,0.644437971,4
105,21/08/18,$PRU,-0.610800386,1.105484532,-0.894803076,-1.355184261,2.040188819,0.326831218,0.521912707,4
106,23/10/18,$LEG,-0.11596652,0.061742252,-1.077573626,-1.997132982,2.045201066,0.31237045,1.386592523,3
107,24/09/18,$BEN,-0.989901714,0.551043519,1.051682653,1.175322283,-1.351178145,-0.721326706,-1.851361381,1
108,03/08/18,$FLS,0.775141202,-0.38590091,-0.073178177,-0.204192657,-0.35710532,-1.045782718,0.817228638,2
109,17/07/18,$MSI,1.130739227,1.816246759,0.607754323,-0.639459592,-1.931811266,2.327719839,1.201970393,1
110,24/07/18,$KSS,0.708948091,0.324531763,0.28002965,-0.149002554,-0.999128218,0.199295134,0.630441041,1
111,30/07/18,$rop,1.242838727,0.956591924,0.407831032,0.568797623,-1.538592478,-0.784364919,0.631446693,2
112,22/10/18,$TSN,-0.284236355,-1.086463983,0.142912333,0.855241102,-0.046549045,0.637321943,-0.797944067,3
113,25/07/18,$CMG,-0.560643953,-0.547417153,-0.338699679,-0.554528437,0.976576737,1.316666296,-0.064556722,4
114,08/10/18,$BLL,1.211596493,-0.387754652,-0.287857868,-0.759430865,-0.247999915,-0.799675797,1.587884956,2
115,08/10/18,$WDC,1.265804598,-1.539881911,-1.04612236,-1.067110806,1.173784914,-0.726686524,2.025463935,4
116,13/08/18,$algn,-0.090916052,-0.40029328,-0.052408804,-0.628502791,0.120148202,1.023843221,0.310934286,2
117,18/08/18,$KHC,-0.173297903,-2.443236094,-0.318264232,-0.354535154,0.705940386,0.205062476,0.147683512,2
118,18/07/18,$MS,0.479817666,-1.405896615,0.427859042,-1.150818534,-1.20475027,-0.795743273,0.989741369,3
119,26/10/18,$CHK,-0.735041785,0.46380815,0.775618604,-0.237799213,-1.061710262,-0.551405179,-0.709138723,1
120,23/08/18,$ORLY,-1.060548481,-0.36867429,0.574621177,0.389472079,-0.427522436,0.213095144,-1.313105454,1
121,07/09/18,$EBAY,1.191269394,-0.713221125,0.524923369,-0.494822702,-1.799765828,-0.738346827,1.190740523,3
122,25/08/18,$amzn,0.141619767,0.393049071,-0.253079417,-0.334458888,0.382618834,-0.306333782,0.392251849,2
123,24/10/18,$DTE,0.563884955,-0.886685052,-0.548529827,-1.654644095,0.610410032,1.235858151,1.629992554,3
124,27/10/18,$F,0.538373696,-1.253606646,-0.044695045,-2.132220309,-0.383103391,1.192298108,1.756261196,2
125,27/07/18,$EIX,0.016800672,-1.808291898,0.170340535,0.898473528,-0.286281816,0.547994682,-0.569039601,3
126,07/07/18,$CTSH,-0.639771407,0.266789523,0.474760118,0.266220062,-0.50517107,0.394977995,-0.84569518,3
127,05/08/18,$CMI,0.958454817,1.443750506,-0.239949931,-2.970554918,-0.319012881,0.313905137,2.67666919,2
128,28/08/18,$ATGE,-0.936290711,-1.088034808,-0.262564094,-0.270807384,1.081958474,-1.695513279,-0.582164527,1
129,16/09/18,$RDC,-0.320184224,0.106799595,-0.158928502,0.113001376,0.517199536,0.791598697,-0.303228885,2
130,09/07/18,$IP,0.390067819,-0.197722643,-0.601423596,-1.030365348,0.861078395,1.037311443,1.119641623,3
131,26/09/18,$kmx,-1.353986362,0.736423579,0.085028967,1.752098608,0.793356471,0.253279641,-2.250365474,2
132,23/08/18,$HRL,1.087981173,1.157199625,-0.057425466,-2.38232153,-0.718982899,-0.662485208,2.38803926,2
133,02/09/18,$CRM,-2.304032643,-0.060413614,0.670069934,-1.108212524,0.075095948,0.208838897,-1.526573899,3
134,22/08/18,$SWKS,1.130615084,-1.737127325,-0.62404726,-0.200781335,0.491330206,0.980742365,1.274745848,1
135,22/07/18,$ESV,0.112035682,-0.62158721,0.138502917,0.675844362,-0.297940419,1.154504858,-0.344279526,1
136,01/07/18,$COL,2.288102954,-0.286547793,-0.606599595,1.699649286,-0.151951177,1.671372254,1.141726229,3
137,20/08/18,$DHR,-1.351852972,0.14200377,-0.014555578,1.872900739,0.993188385,0.356212747,-2.293649461,2
138,28/08/18,$NE,-0.189897397,2.071566724,-0.758686293,-1.19545435,1.520980203,0.857604655,0.75598009,2
139,06/08/18,$ANF,-1.593061578,-1.867374967,0.919267986,1.143245674,-0.716810483,1.034292317,-2.321535059,3
140,07/08/18,$QCOM,-0.183780413,-0.229323578,-0.158055077,-2.052056782,0.29587776,0.28147499,1.110126672,3
141,16/07/18,$KR,-0.130514319,2.292081106,-0.01515138,-0.139415105,0.102810326,0.120725206,-0.026188463,2
142,30/08/18,$NEE,-0.966771647,0.105388101,0.297338814,0.47669001,0.058309243,1.52315892,-1.208117992,4
143,17/10/18,$IBM,-0.341763243,0.283964524,0.120579575,0.096985122,-0.013897761,1.839269524,-0.388513914,2
144,10/07/18,$CLF,1.068006027,-1.130670829,0.181103525,0.193155549,-1.011038073,0.534486793,0.765504738,2
145,26/10/18,$PYPL,-0.559717251,0.214742798,0.006593293,0.398806495,0.363366539,2.048527724,-0.727844843,2
146,21/08/18,$ZOES,-0.439501648,1.162568347,0.058957367,0.264109035,0.17768323,-0.740905747,-0.556826082,4
147,18/07/18,$EA,-1.460531409,-0.446375347,-0.859354458,-2.196437876,2.452839709,0.638060416,0.275190722,3
148,04/09/18,$MDT,0.048103152,-1.506764783,0.268064718,0.70253373,-0.508142712,1.057118529,-0.451189644,2
149,04/10/18,$ba,0.243556377,-1.53687794,-0.085437692,-0.632929498,-0.025939254,0.287252164,0.613918004,2
150,14/08/18,$C,-0.157685485,0.299332952,-0.755335483,-1.195354592,1.49423903,0.3573092,0.78306725,2
151,12/10/18,$TRV,-1.151213935,-1.983844167,1.187434742,-0.974316472,-1.646919569,-1.806649143,-0.743264094,1
152,30/07/18,$nflx,1.728140526,-0.510230104,-0.597177745,-0.216355998,0.062843855,0.483019133,1.797232114,3
153,09/09/18,$V,0.881938866,-0.113412129,0.548188553,1.382080041,-1.534621888,-0.071011863,-0.207488438,4
154,20/08/18,$APC,-0.324174902,-0.329949917,-0.074207357,0.061289161,0.35171895,0.809631845,-0.298835788,4
155,01/08/18,$FL,-1.510459804,-0.568910478,0.205664177,0.053370968,0.551878446,0.75704939,-1.40359909,4
156,17/08/18,$STT,1.120655065,-0.503985679,-0.789520245,1.093671686,0.899530691,0.531739981,0.536976773,1
157,28/08/18,$HPE,0.653229095,-0.185368389,0.177853132,0.461818125,-0.727603318,-0.38286462,0.244421848,3
158,10/08/18,$MCO,-0.185554488,-0.538609222,-0.115582398,-0.070623339,0.336976992,0.371712527,-0.087940147,2
159,17/10/18,$PRU,-0.056917153,-1.353204702,-0.162691632,-0.640846134,0.312538493,-0.340606012,0.377944158,3
160,13/08/18,$SCHW,-2.002236817,-0.899118724,0.046678127,3.690914997,1.395027391,-1.685934114,-3.964074244,2
161,04/09/18,$TDG,-0.548761224,0.106209825,-0.553326056,-1.335967939,1.3382243,0.000171173,0.47152995,4
162,27/09/18,$WPX,-1.951736828,1.12232921,1.516412927,2.356879147,-1.577942628,1.093075721,-3.522267656,4
163,27/10/18,$HSIC,0.23297921,-1.173446821,-0.541256165,-0.463586573,0.877772965,0.579229647,0.627480285,1
164,25/09/18,$C,-2.324743848,-0.637617286,1.228654118,-1.060361039,-0.995412933,-0.503142118,-1.725246981,3
165,07/10/18,$CTSH,-0.901332789,-1.172312858,-0.350933401,-0.171958034,1.238003281,-1.994083995,-0.586779833,2
166,19/09/18,$FE,-1.224403604,-0.040749247,-0.736160299,-0.807310029,2.150875703,-2.053283931,-0.383397238,2
167,12/09/18,$UAA,-0.118775553,0.511962065,0.031284048,1.519963079,0.107788966,-1.745447411,-1.020963431,4
168,18/10/18,$IRM,-0.579637862,-0.756597152,0.059531895,0.47243946,0.277464558,-0.172445042,-0.803638909,2
169,12/10/18,$MMM,0.725661657,-1.090807434,-0.662042117,0.497763019,0.862773417,1.02723024,0.514591857,1
170,10/07/18,$bkng,-1.493045165,0.953482028,0.968125477,1.520072661,-0.851338304,0.740544213,-2.473065395,4
171,02/10/18,$ITW,-0.401795577,-0.431728814,-0.851293912,-1.668704373,1.804902832,-0.679546214,0.879624462,1
172,22/09/18,$PSX,0.952044435,-1.230823881,-0.18389824,-0.476615363,-0.269703693,1.344255766,1.164372768,2
173,30/10/18,$PEP,-0.773837372,-0.661504671,0.286605718,1.01164678,-0.008882313,1.360051176,-1.357060285,2
174,11/08/18,$COL,0.830515398,0.56076054,-0.144679253,-0.356985292,-0.262261826,0.018847448,0.976296913,2
175,17/08/18,$INCY,-0.517875139,1.533245566,0.091694015,0.293697684,0.16505979,-1.119899585,-0.651698697,4
176,02/08/18,$TAP,-2.388983517,0.403788536,1.46954668,2.068818859,-1.230007101,0.369752995,-3.718114699,4
177,19/07/18,$MYL,0.260231125,-0.153687851,-0.119317358,-0.9518425,0.009754385,2.769383166,0.828383509,2
178,20/09/18,$SWKS,0.585814493,-1.474457331,-0.856726625,-1.018262559,1.235472031,-0.350989938,1.352391403,4
179,15/08/18,$FB,1.586625797,-0.308322191,-0.347027215,-0.074810344,-0.326080173,0.766754257,1.521237339,3
180,23/07/18,$SHLD,-1.150664161,-0.200868917,0.052549396,-0.503079622,0.589305789,-0.537325673,-0.715747925,3
181,11/07/18,$VMC,-0.94900567,-0.305562925,1.115775836,-1.326675757,-1.656332075,-0.142032266,-0.336903144,1
182,01/08/18,$TCEHY,-0.85940316,-0.358064313,-1.359934026,0.91449823,3.24145379,-0.535983977,-0.925399428,4
183,31/10/18,$VZ,0.170403301,-0.575091603,-0.534714456,-0.880590114,0.878546968,0.392291063,0.820574131,2
184,18/10/18,$TIF,0.688839085,-1.311087542,-0.123719816,-1.157037212,-0.263554436,-0.325752857,1.325640943,1
185,09/07/18,$TMO,1.122902707,-1.090802377,-0.904854721,-2.178570052,0.91998835,-0.728948097,2.527231108,1
186,09/10/18,$MU,0.111452643,-1.038038429,-0.080241392,-0.018899022,0.08490967,0.045444561,0.130222154,2
187,26/07/18,$APA,0.577503943,0.074004554,0.32135592,0.612947649,-0.949816093,1.526205315,0.049026278,4
188,01/09/18,$WM,0.538910532,1.19183776,-0.694691788,-1.316888181,0.931285434,-0.064958232,1.446026086,2
189,15/10/18,$APC,-0.847750938,-0.188765929,0.301256024,-0.365126219,-0.07614324,0.511434911,-0.602075097,1
190,25/09/18,$goog,0.851470394,-1.423385215,0.018492248,-0.046926029,-0.573615307,-0.501857482,0.764718223,2
191,13/10/18,$BBY,-1.112967994,-0.737900385,0.552613015,0.900276571,-0.320189793,2.486937617,-1.658254944,4
192,05/10/18,$R,-0.124063893,2.354029533,-0.267860244,0.498200311,0.629742857,0.502628821,-0.333111574,4
193,20/07/18,$CE,-0.422030294,1.71824924,-0.093185913,0.075788423,0.450985873,-0.279238827,-0.387580491,2
194,07/08/18,$GME,-1.107422347,-0.056153581,0.959766135,0.861052256,-1.118034535,-0.550791984,-1.740771254,1
195,09/07/18,$BEN,0.846667708,-1.412296048,-0.055940899,0.548187268,-0.389001275,-0.773109999,0.424893866,3
196,06/08/18,$TRIP,0.494121159,-0.128234084,-0.617499583,-1.422110426,0.802760775,-2.020685046,1.448930529,1
197,03/10/18,$CMG,-0.662762631,0.334036217,-0.026469046,0.69988555,0.511018107,1.138458052,-0.988661753,2
198,15/07/18,$CMCSA,-0.894598211,1.337332,-0.156299518,1.125917992,0.935503454,-1.264497479,-1.410054883,2
199,15/10/18,$IBM,-1.011623786,0.070255985,0.523380996,-0.0967053,-0.388664484,0.081211142,-0.965793898,3
200,03/08/18,$C,1.056898325,1.829791753,0.385997921,0.281261502,-1.397141594,-1.024780623,0.647378083,4
201,03/08/18,$pypl,-0.28673509,0.32798771,-0.487027372,-0.64013582,1.087764219,-0.350475242,0.265598731,2
202,20/07/18,$EVHC,-0.155650534,-0.89353579,-0.069816771,0.117898074,0.240844304,-0.523410884,-0.187088708,2
203,26/08/18,$K,-0.171938389,-0.354829678,-0.033271377,-0.348254411,0.151148535,-1.126228106,0.067552482,2
204,20/09/18,$MRO,0.757341418,-0.72004851,0.086781564,-0.412699055,-0.669957926,-0.053131748,0.882885444,4
205,16/08/18,$JBL,0.389257286,0.76179499,-0.030840824,-1.051938459,-0.249561977,0.054281513,0.976556212,2
206,08/09/18,$MPC,-0.822629656,-0.495043963,0.468596274,-0.045040309,-0.397601312,-0.6736819,-0.817155442,1
207,31/08/18,$WEC,-0.808813697,0.264996788,-0.115088617,0.585611129,0.768041037,-1.937727375,-1.023424773,2
208,04/09/18,$JWN,-0.382057834,1.431161598,-0.025039903,0.215773088,0.301995759,0.189827311,-0.455022821,2
209,26/07/18,$FII,0.503859249,-0.072441208,-0.094653596,-2.619939367,-0.29443192,0.179040571,2.031464885,1
210,19/09/18,$NKE,-0.971243012,-1.344086289,-0.419250561,-0.280659899,1.408063464,-0.792363484,-0.56407686,2
211,15/08/18,$VFC,0.313275647,0.581817502,0.709272818,-0.580546327,-1.612238798,-2.126101872,0.427045375,1
212,22/10/18,$CSX,0.971144545,0.837732984,-0.472911779,0.209966229,0.322928784,-1.497586019,0.84906509,1
213,19/07/18,$UAL,-0.029676613,-0.101473677,0.779692153,0.78162089,-1.449545122,-0.312797153,-0.705474204,3
214,24/10/18,$FTV,0.361200045,1.475262831,-0.319000667,-0.534916966,0.360534788,0.762217893,0.721341561,2
215,18/07/18,$GRMN,0.886542036,-0.947698194,0.023929528,-0.287071648,-0.6210754,0.59213035,0.937403266,4
216,30/08/18,$ETN,-1.380008184,-2.201778687,0.578241894,-0.327851257,-0.278319494,-0.59014239,-1.163378405,1
217,02/08/18,$WHR,0.367245744,0.367466515,0.083425387,1.201608287,-0.318559077,-0.382165196,-0.42140975,3
218,20/07/18,$CRL,-0.686332999,-0.92006168,-0.173373327,0.685604239,0.810674066,0.131118645,-0.960673263,2
219,30/10/18,$KR,-0.863844664,-1.0260412,0.234803296,-0.543989759,0.0521514,-2.060805214,-0.49104276,1
220,01/10/18,$JCP,0.21344731,-1.069252799,0.387300861,1.587659328,-0.789138374,-0.804822846,-0.868947699,4
221,22/09/18,$NKE,0.092098246,-0.738022773,0.322024825,-0.01685754,-0.685238739,0.5840539,0.002667875,3
222,14/08/18,$MCHP,0.499510344,-0.603934912,0.263933111,0.543630379,-0.793432633,0.030422943,0.038169964,2
223,26/07/18,$WIN,0.52205357,0.270980617,0.227098655,0.462557544,-0.740961482,-0.101551465,0.11631514,2
224,28/09/18,$TIF,-0.14481272,-0.410058288,0.458281045,0.841615148,-0.74836279,-0.213559452,-0.754173797,3
225,24/09/18,$MKC,0.734760923,-0.006574137,0.053389106,-2.124658676,-0.696750351,-0.321042799,1.896112416,2
226,20/10/18,$NVDA,-0.396909054,-1.684699859,-0.010333166,0.875501879,0.323536507,-0.458726443,-0.866501233,2
227,11/10/18,$WFC,0.46790699,-1.824475039,-0.475358667,-1.326214275,0.548685412,0.278942118,1.330064336,3
228,02/10/18,$SO,-0.08473361,0.23388222,-0.111135648,-0.818263777,0.218751364,0.021424679,0.445785129,2
229,26/07/18,$DXC,2.05438239,-1.806051834,-0.620295318,-2.321296051,-0.227317209,-1.150943832,3.346525664,1
